,Name,Epoch Date Close Approach,Relative Velocity km per sec,Relative Velocity km per hr,Miles per hour,Miss Dist.(Astronomical),Miss Dist.(lunar),Miss Dist.(kilometers),Miss Dist.(miles),Jupiter Tisserand Invariant,Epoch Osculation,Semi Major Axis,Asc Node Longitude,Perihelion Arg,Aphelion Dist,Perihelion Time,Mean Anomaly,Mean Motion,approach_year,approach_month,approach_day,Orbital Period,Orbit Uncertainity,Hazardous,approach_date,MissDist/Semimajoraxis,Time Until Approach (days),Eccentricity,Average Orbital Velocity (km/s),Orbital Period (years),Heliocentric Distance (meters),Escape Velocity (km/s),Specific Orbital Energy (MJ/kg),Specific Angular Momentum (m^2/s),Perihelion Distance (m),Velocity at Perihelion (km/s),Velocity at Aphelion (km/s),Mean Motion (degrees/day),Synodic Period (years),Semi Minor Axis,Ellipse Area (A^2),Ratio Aphe/Peri,Anomaly_iso,Anomaly_iqr
10,3444370,1995-01-22 08:06:40,1,80716.91873,50154.35431,0.201039988,78.2045517,30075154.0,18687834.0,7.033,2458000,0.813876725,117.111224,220.9403708,1.201135123,2457996.36,5.556806413,1.342351124,1995,1,22,0,1,False,1995-01-22,36952959.921540946,-10862,0.47581947745219044,33.019853509311694,0.7341604441420031,121755958.06,147.66927410781184,-54.51553628882019,3536082778635254.5,63822101719.19998,55.405301351451314,19.67881591077825,1.3425216398296096,0.0,0.7158395467387919,1.8303080463823824,0.5124262566751991,1,1
11,3448992,1995-01-22 08:06:40,1,62188.60127,38641.57838,0.431015587,167.6650543,64479012.0,23911784.835555866,5.126265167737331,2458000,1.240789318,161.9335186,185.14892384053795,1.8981149729040065,2457976.422,46.68495945,0.7610904264177131,1995,1,22,0,1,False,1995-01-22,51966124.356979676,-10862,0.529764114961543,26.742711158323253,1.3819747467745223,185622081.97280002,119.59704010530587,-35.75863000487536,4210223895778519.0,87286163999.16064,48.23472246780149,14.826924744408183,0.7132013704794329,0.0,1.0523692864522054,4.1021929443537095,1.107481115067924,0,0
12,3611400,1995-01-22 08:06:40,1,50516.969113574676,27107.89491,0.359801412,139.9627533,53825524.0,33445630.0,6.384,2458000,1.3582424092109981,20.49127087,128.4631299,1.234290608,2457976.422,66.77697674,0.7610904264177131,1995,1,22,0,0,False,1995-01-22,39628805.311172105,-10862,1e-05,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5193674088014780.0,203191032487.32117,25.560547748773594,28.009777401857477,0.622720708140897,0.0,1.358242409143086,5.795680631238275,1.676449084417937,0,0
13,2162854,1995-02-08 07:53:20,0,38987.73464,24225.46212,0.430655991,100.70988334300175,64425220.0,40031976.0,4.862,2458000,1.3582424092109981,122.4368332,185.14892384053795,1.52051299,2457976.985,15.23187455,0.7610904264177131,1995,2,8,0,0,False,1995-02-08,47432784.87190262,-10845,0.11947100141223291,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5156475387389237.0,178917385531.93066,28.82042665702256,22.668940411289295,0.622720708140897,0.0,1.3485142567988284,5.754170173502737,1.8184907007896967,0,0
14,3446396,1995-02-08 07:53:20,3,142579.1805,88593.15801,0.300963141,117.0746613,45023444.0,27976272.0,5.126265167737331,2458000,1.3582424092109981,163.2099234,199.3714587,3.690061555,2457976.422,37.51725738,0.353025346,1995,2,8,1,0,False,1995-02-08,33148312.624220062,-10845,0.999,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,232210091985450.2,203193064.4179655,1142.805206716105,18.70582847010625,0.622720708140897,inf,0.06072725962791639,0.2591259115784359,0.0050119980966000875,1,1
15,3764806,1995-02-08 07:53:20,1,50516.969113574676,56395.13143,0.495973992,100.70988334300175,74196656.0,46103664.0,6.89,2458000,1.3582424092109981,172.1857897060477,41.64832248,1.207501211,2457976.422,96.60735473,1.285826904,1995,2,8,0,0,False,1995-02-08,54626961.65046177,-10845,1e-05,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5193674088014780.0,203191032487.32117,25.560547748773594,28.573555657651813,0.622720708140897,0.0,1.358242409143086,5.795680631238275,1.6400629531602984,0,1
16,3314405,1995-02-15 07:56:40,0,11120.41414,31312.45573536955,0.2388245,100.70988334300175,35727636.0,22200124.0,3.788,2458000,1.95815426,172.1857897060477,34.30691815,2.697454147,2457976.422,182.73523715752074,0.359694437,1995,2,15,1,0,False,1995-02-15,18245567.639803823,-10838,0.3775493596709792,21.287810999069748,2.7398285751227403,292939877.296,95.20198497217534,-22.658544856605747,5774515410411626.0,182340614200.8,31.668838210956796,14.309678622038202,0.35974012838500374,inf,1.8132302068512798,11.154490036342834,3.287803783037935,1,1
17,3426410,1995-02-15 07:56:40,1,50516.969113574676,44781.04228,0.478086995,185.9758453,38424405.43229847,44440964.0,6.469,2458000,0.907864593,172.1857897060477,7.392326564,1.8981149729040065,2457968.757,36.16756329,1.139390137,1995,2,15,0,0,False,1995-02-15,42323938.75536731,-10838,0.999,31.263955020727117,0.8649373600242164,135816543.1128,139.81665734368337,-48.87174417690241,189846671226707.03,135816543.11280012,1397.8169880898417,18.70582847010625,1.1395348714500677,0.0,0.04059078738244512,0.11577063819260552,0.0017232313773427035,1,1
18,3666785,1995-02-15 07:56:40,0,30694.75504,31312.45573536955,0.461259243,100.70988334300175,69003400.0,42876724.0,5.372,2458000,1.3582424092109981,28.85202161,271.6146744,1.469502839,2457770.913,182.73523715752074,0.782286503,1995,2,15,0,0,False,1995-02-15,50803449.761286736,-10838,0.0819150020898205,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5176219807112425.0,186548504121.53067,27.747313394377453,23.545650176292902,0.622720708140897,0.0,1.3536777899273014,5.7762031984915,1.8324435589424632,0,0
19,3702321,1995-02-15 07:56:40,0,28510.28656,17715.18334,0.25822102652097634,41.72844696,38424405.43229847,9971469.0,6.519,2458000,0.913730316,177.8573023,90.64125634,1.052083571,2457976.422,203.9869516,0.7610904264177131,1995,2,15,0,0,False,1995-02-15,42052238.78365711,-10838,0.1514158527711585,31.16344343760743,0.8733334399450643,136694055.27359998,139.3671558789199,-48.55801034444789,4210741946743792.0,115996408325.59998,36.30062350658574,26.75326518049388,1.1285795760088562,0.0,0.9031951434813879,2.5926834813619415,0.8157614672083648,0,0
20,3719196,1995-02-15 07:56:40,0,16759.72294,10413.84007,0.25822102652097634,100.70988334300175,38220508.0,23749122.0,6.36,2458000,1.3582424092109981,229.0663218,185.14892384053795,1.100138258,2458042.506,314.5094251,1.082952201,1995,2,15,0,1,False,1995-02-15,28139680.914691996,-10838,1e-05,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5193674088014780.0,203191032487.32117,25.560547748773594,30.981997968336124,0.622720708140897,0.0,1.358242409143086,5.795680631238275,1.4942394954667306,0,0
21,3447920,1995-02-22 08:00:00,0,7791.742256,4841.485626,0.422850158,164.4887085,63257484.0,39306380.0,3.753,2458000,1.978471309,142.2597511,38.66044218,2.78463971,2457957.835,15.11056876,0.354168098,1995,2,15,1,0,False,1995-02-15,31972909.443894293,-10831,0.4074703521515663,21.178225989697374,2.782580089169418,295979307.8264,94.71190591163217,-22.425862803534667,5724342346119019.0,175376515036.79993,32.64030161004088,13.74121052645909,0.3542130870568256,inf,1.8067764747652864,11.23011119747406,3.264441229765275,1,1
22,3005973,1995-02-22 08:00:00,2,102308.2353,63570.35879,0.25822102652097634,18.88259506,7261686.5,23911784.835555866,6.152,2453548,0.906733743,172.1857897060477,322.3904958,1.694158469,2453597.575,303.9792986,1.14152232,1995,2,22,0,0,True,1995-02-22,8008620.56371051,-10831,0.86841890696021,31.283444659947328,0.8633217946040577,135647367.9528,139.90381765999,-48.93269548959935,2104068189960555.2,17848628943.200012,117.88402328584264,8.301836690956565,1.14166732442981,0.0,0.4495869010309521,1.2806878808036368,0.2021283815786151,1,1
23,3660308,1995-03-08 08:06:40,0,37985.47118,23602.69458,0.019738226,7.678170204,2952796.75,1834782.875,5.126265167737331,2458000,1.357919278,341.2186362,237.1733163,1.899484655,2457976.422,182.73523715752074,0.622863875,1995,2,22,0,0,False,1995-02-22,2174500.9426105223,-10817,0.39882000776779614,25.563333134196206,1.5822094316975066,203144723.9888,114.32270123907095,-32.67420004649469,4762184357165059.0,122126543589.59998,38.99385192762138,16.758641904443326,0.6229429958018305,0.0,1.2452516645236371,5.3122799969897505,1.5506517079988889,0,0
24,3348144,1995-03-08 08:06:40,1,63233.66755,39290.94193,0.434048959,168.845047,64932800.0,40347372.0,5.126265167737331,2458000,0.94032584,195.3700872,185.14892384053795,1.313993469,2458097.467,255.1877435,1.080902491,1995,2,22,0,0,False,1995-02-22,69053510.21726681,-10817,0.39738100677952226,30.719579831723305,0.9117391296942621,140672745.664,137.3821374879297,-47.18462925188106,3965555763151589.0,84772068365.6,46.77903747787742,20.173407490137205,1.0810397966555096,0.0,0.8628934977210246,2.549091587455632,0.7445851884092239,0,0
25,3646046,1995-03-08 08:06:40,1,50516.969113574676,43000.29881,0.102048126,39.69672394,38424405.43229847,9485966.0,5.149,2458000,1.183993437,172.1857897060477,55.21650962,1.479310862,2457816.155,141.0296512,0.7610904264177131,1995,2,22,0,0,True,1995-02-22,32453225.019268807,-10817,0.24942488342526156,27.376618821067424,1.2881812714189949,177125418.17520002,122.43196135601383,-37.47396290370116,4695835280327342.0,132945931395.20004,35.321391418653704,21.21884863454765,0.7651301142438135,0.0,1.146572316668444,4.264819149215772,1.3146280773504426,0,0
26,3780693,1995-03-08 08:06:40,0,25790.93301,16025.48279,0.211596871,82.31118774,31654442.0,23911784.835555866,5.874,2458000,1.3582424092109981,172.1857897060477,185.14892384053795,1.363199477,2457901.624,92.63701924,0.7610904264177131,1995,2,22,0,2,False,1995-02-22,23305443.7008693,-10817,0.0036496193576236726,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5193639499013190.0,202451487076.73065,25.653748332531446,25.46717641598962,0.622720708140897,0.0,1.3582333634755965,5.795642032973699,1.844797869658232,0,0
27,2162173,1995-03-08 08:06:40,1,50516.969113574676,30368.83139,0.350744911,136.4397736,52470692.0,32603776.0,5.308,2458000,1.189560559,251.5911063,211.446774,1.415915205,2457797.751,154.0217068,0.759668711,1995,3,8,0,0,True,1995-03-08,44109307.09077082,-10817,0.1902842560535836,27.312482652432063,1.2972774608589515,177958259.6264,122.1451356902437,-37.29858543197012,4771676193859091.0,144095604584.8,33.11465472946448,22.52693602677542,0.7597652106858891,0.0,1.1678261419246476,4.364300257393135,1.363817897762607,0,0
28,3092312,1995-03-08 08:06:40,1,50516.969113574676,25657.90969,0.051770366,20.13867188,7744736.5,4812356.5,5.089,2458000,1.3582424092109981,172.1857897060477,292.6184517,1.763802986,2457751.689,178.6926558,0.7610904264177131,1995,3,8,0,0,False,1995-03-08,5702028.185453958,-10817,0.29859219093636724,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,4956742809819680.0,142521202130.33066,34.77898541219791,18.78515220535554,0.622720708140897,0.0,1.2962804714774765,5.531286293684693,1.6803430607338687,0,0
29,3273782,1995-03-08 08:06:40,1,42950.31311,26687.65428,0.097544116,37.944664,38424405.43229847,23911784.835555866,7.48,2455882,1.3582424092109981,352.9223652,185.14892384053795,1.057832607,2455988.219,203.6522586,1.478900976,1995,3,8,0,0,False,1995-03-08,28289799.502446085,-10817,1e-05,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5193674088014780.0,203191032487.32117,25.560547748773594,32.00626557461436,0.622720708140897,0.0,1.358242409143086,5.795680631238275,1.4367787407425443,1,1
30,3600106,1995-03-08 08:06:40,0,35546.91538,22087.47084,0.146699984,100.70988334300175,38424405.43229847,13636615.0,5.349,2458000,1.3582424092109981,336.8735047,185.14892384053795,1.446664836,2457796.516,182.73523715752074,0.7610904264177131,1995,3,8,0,1,False,1995-03-08,28289799.502446085,-10817,0.06510062282649998,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5182656770836380.0,189965069370.33066,27.282156598658467,23.947100081820643,0.622720708140897,0.0,1.3553611757092794,5.783386280322723,1.8370039166200403,0,0
31,3684008,1995-03-08 08:06:40,1,57379.34578,35653.29405,0.172902903,67.25922394,25865906.0,16072328.0,5.126265167737331,2458000,1.442414905,151.7319137,97.07781957,2.073325675,2457976.422,317.5623087,0.568943017,1995,3,8,1,1,False,1995-03-08,17932361.840090666,-10817,0.4373989535278686,24.803293702267567,1.7321613359504604,215785269.788,110.92370156832543,-30.760168924047296,4813046758853910.0,121401018596.0,39.64585153005045,15.51747168337749,0.5690152891137765,inf,1.2971169409363852,5.877859564984893,1.682512358464166,0,0
32,3751815,1995-03-08 08:06:40,1,50516.969113574676,31312.45573536955,0.25822102652097634,129.6083069,38424405.43229847,30971322.0,6.708,2458000,0.865355365,64.12627503,292.8831881,1.310067172,2457976.422,140.1980047,0.7610904264177131,1995,3,8,0,0,False,1995-03-08,44403036.00856333,-10817,0.5139065694704509,32.02264577574147,0.8049052757687944,129457162.604,143.20962554790884,-51.272492123930654,3556253474594188.0,62928276276.80002,56.512806086590416,18.145441953588207,1.22452456585795,0.0,0.7423417787307124,2.0181259482382274,0.5510713164490781,0,1
33,2483656,1995-03-08 08:06:40,1,42950.20292,26687.58581,0.097543755,37.94451904,38424405.43229847,9067258.0,7.48,2456125,0.762953501,352.9209235,185.14892384053795,1.057793118,2457976.422,203.0327732,1.47896184,1995,3,8,0,0,False,1995-03-08,50362709.368180044,-10817,0.386445067246634,34.10400799982371,0.6663465346728303,114137843.74960001,152.51776038560487,-58.15416808260196,3590154551158288.0,70029837046.40002,51.26607032913044,22.687195530786596,1.4791497097699913,0.0,0.7036814939555043,1.6866465124249155,0.4951676449354505,1,1
34,3182169,1995-03-15 07:53:20,0,13816.86035,8585.2597,0.25822102652097634,33.64254761,12937927.0,8039255.0,5.694,2458000,1.08505392,143.9720934,2.124647144,1.275511373,2457976.422,343.2780838,0.872021301,1995,3,15,0,0,False,1995-03-15,11923764.120404266,-10810,0.17552810002290037,28.59754792566707,1.1301342023519636,162324066.432,127.89212230319933,-40.890987368041245,4569999441765670.0,133831631463.19998,34.14737900002582,23.94970774653617,0.872132071851585,0.0,1.0682078299208067,3.6413040987392606,1.1410679679041191,0,1
35,2267221,1995-03-22 07:56:40,1,52742.18585,32771.9432,0.25822102652097634,191.9521637,38424405.43229847,45869068.0,5.679,2458000,1.039069958,211.1661459,111.2704878,1.724513416,2458022.991,339.0708465,0.930543952,1995,3,22,0,0,True,1995-03-22,36979613.48652375,-10803,0.6596701720828697,29.223488807955203,1.0590591601796349,155444865.71679997,130.69141502858426,-42.70061490543415,3414045823144276.0,52902524399.99996,64.53464861771849,13.233391928227027,0.9306621579104014,0.0,0.7809184614946196,2.5491791119491767,0.6098336435031236,0,0
36,2382875,1995-03-22 07:56:40,1,50516.969113574676,16810.02469,0.499180379,194.1811676,38424405.43229847,46401716.0,5.126265167737331,2458000,1.298712854,42.77459458,283.6789059,1.8981149729040065,2457976.422,282.4479213,0.7610904264177131,1995,3,22,0,0,False,1995-03-22,29586528.934361704,-10803,0.46153552500682854,26.13953677865424,1.4798672072401797,194287442.95839998,116.89956227485351,-34.16376915013089,4505321998467510.0,104616885970.36061,43.064959893223445,15.866156260141679,0.6660234638252857,0.0,1.1521163903869314,4.700665704852319,1.3273721769982123,0,0
37,2396793,1995-03-22 07:56:40,1,50516.969113574676,32172.93271,0.420966184,163.7558441,62975644.0,23911784.835555866,5.126265167737331,2458000,1.067729565,228.3483096,179.9055931,1.8981149729040065,2458175.962,182.73523715752074,0.7610904264177131,1995,3,22,0,0,False,1995-03-22,58980893.72471389,-10803,0.777711356062344,28.82861793300621,1.1031763445295406,159732342.924,128.92549879114273,-41.55446059636237,2894715895314386.5,35506685901.56061,81.52593861730014,10.194169193544086,0.8934439976483411,0.0,0.6711978086340761,2.2514467044483197,0.4505064983151857,0,1
38,2419472,1995-03-22 07:56:40,1,59537.69736,36994.40978,0.37246233,144.8878479,55719572.0,34622536.0,5.118,2458000,1.3582424092109981,172.1857897060477,185.14892384053795,1.470259485,2457976.422,196.5243824,0.726894008,1995,3,22,0,0,True,1995-03-22,41023289.8208262,-10803,0.08247207937946247,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5175981190964611.0,186435309879.93066,27.762880295036823,23.532447915095233,0.622720708140897,0.0,1.3536153873648813,5.775936923988567,1.8322746169109776,0,0
39,3647009,1995-03-22 07:56:40,0,26420.907,16416.92413,0.071064889,27.64424133,38424405.43229847,6605894.0,5.126265167737331,2458000,1.3582424092109981,330.7831998,290.4836428,1.404419606,2457820.163,182.73523715752074,0.7610904264177131,1995,3,22,0,0,False,1995-03-22,28289799.502446085,-10803,0.03399775804072126,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,5190671672700070.0,196284955778.33066,26.444572138080826,24.705581587957287,0.622720708140897,0.0,1.3574572216744094,5.792330201467075,1.8426901086760064,0,0
40,3713321,1995-03-22 07:56:40,1,50516.969113574676,31312.45573536955,0.25822102652097634,153.0773468,58869008.0,36579508.0,4.698,2458000,1.408325756,158.2260558,28.4122282,1.725882064,2457721.451,182.73523715752074,0.7610904264177131,1995,3,22,0,1,False,1995-03-22,41800703.95588221,-10803,0.2254849821833409,25.101686175915987,1.6711203237587737,210685533.0976,112.25815327842979,-31.504732443708594,5152363908812841.0,163179109420.8,31.574899060921602,19.955555444799597,0.5897997106220532,0.0,1.3720566410547272,6.070507986586747,1.8825394262623807,0,0
41,3747315,1995-03-22 07:56:40,2,82168.66311,51056.41181,0.472964258,183.9830933,70754448.0,23911784.835555866,5.126265167737331,2458000,0.841631581,171.1772581,218.2204921,1.8981149729040065,2457932.079,87.33995138,1.276500647,1995,3,22,0,2,False,1995-03-22,84068195.15485838,-10803,0.999,32.470834111465884,0.7720333713727615,125908084.5176,145.2139847187134,-52.717753394716816,182790431859300.0,125908084.51760012,1451.7767668346178,18.70582847010625,1.2766627971210662,0.0,0.03762949763888648,0.09949478468842021,0.0015975135055649725,1,1
42,3771614,1995-04-08 06:53:20,1,73347.20038,45575.09792,0.224380966,100.70988334300175,33566916.0,20857514.0,5.126265167737331,2458000,1.235912133,356.5439055,185.14892384053795,1.8981149729040065,2457976.422,90.33855226,0.717336088,1995,3,22,0,0,False,1995-03-22,27159629.801935118,-10786,0.5358009054386446,26.795425556004854,1.3738345427901457,184892455.09680003,119.83278605852391,-35.89974153636991,4183111609931212.0,85826910247.16063,48.73892812737716,14.731444828883982,0.7174272102416569,0.0,1.0435354327092485,4.0517689160181725,1.0889661993196786,0,0
43,2312942,1995-04-08 06:53:20,1,50516.969113574676,51360.00677,0.086732912,33.73910141,38424405.43229847,8062327.5,5.126265167737331,2458000,1.3582424092109981,172.1857897060477,299.7393342,4.020893403,2458582.733,191.4543291,0.7610904264177131,1995,4,8,2,0,False,1995-04-08,28289799.502446085,-10786,0.999,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,232210091985450.2,203193064.4179655,1142.805206716105,18.70582847010625,0.622720708140897,2.0,0.06072725962791639,0.2591259115784359,0.005461347942871333,1,1
44,3170221,1995-04-08 06:53:20,0,27059.26388,16813.57427,0.25822102652097634,91.82387543,35312740.0,23911784.835555866,5.126265167737331,2458000,0.988667858,264.4056022,87.81644304,1.8981149729040065,2457942.407,58.24402434,0.7610904264177131,1995,4,8,0,0,False,1995-04-08,35717495.73353683,-10786,0.9198712262617187,29.959133552044324,0.9829437398908011,147904711.55679998,133.9813183387317,-44.8774841594614,1737967120019017.8,11851423167.160587,146.64627998726735,6.120507681934778,1.0027290915724774,0.0,0.3877758097600809,1.2044284386390436,0.15037007863508645,1,1
45,3601408,1995-04-08 06:53:20,1,77525.04416,31312.45573536955,0.467475832,100.70988334300175,69933392.0,43454592.0,5.126265167737331,2458000,1.3582424092109981,190.8023227,16.17455003,3.251179614,2457976.422,217.6120228,0.291920064,1995,4,8,2,0,False,1995-04-08,51488152.28102342,-10786,0.999,25.560292144574127,1.5827742204207351,203193064.41796532,114.30910152004326,-32.66642672579889,232210091985450.2,203193064.4179655,1142.805206716105,18.70582847010625,0.622720708140897,2.0,0.06072725962791639,0.2591259115784359,0.004415890031697047,1,1
46,3772759,1995-04-08 06:53:20,1,48932.03858,31312.45573536955,0.322858367,125.5919037,48298924.0,30011560.0,5.916,2458000,1.033210408,10.44411033,185.14892384053795,1.8981149729040065,2458145.012,224.3796114,0.7610904264177131,1995,4,8,0,1,False,1995-04-08,46746455.151853256,-10786,0.8371039995408242,29.3062378778057,1.050113391265932,154568277.0368,131.06148011910543,-42.94277892752667,2478006939967057.0,25178554127.16059,98.41736453381107,8.72666711427205,0.938590338496079,0.0,0.565211324026454,1.8346342606726453,0.31946384080773726,1,1
47,3409964,1995-04-15 06:56:40,1,50516.969113574676,31312.45573536955,0.382616727,148.8379059,38424405.43229847,35566448.0,5.126265167737331,2458000,1.052079403,172.1857897060477,242.2931976,1.36371177,2457976.422,182.73523715752074,0.913337515,1995,4,15,0,0,True,1995-04-15,36522343.58236787,-10779,0.2962061286547208,29.042245846795325,1.079010859683234,157391078.6888,129.8808718653906,-42.172602191285016,4365862813124939.5,110770876585.60002,39.41345367752098,21.40010491663038,0.9134535343387624,0.0,1.00486632845111,3.321289136213707,1.009756338054814,0,0
